track_id,h5_path,midi_path,cluster,distance_to_centroid
TRACRON12903CB59E6,..\data\dataset\A\C\R\TRACRON12903CB59E6.h5,..\data\raw_midi\A\C\R\TRACRON12903CB59E6\67e88510b95c08bc4e59c8e9699f245d.mid,7,3.5961971
TRACRRO128F92F34B9,..\data\dataset\A\C\R\TRACRRO128F92F34B9.h5,..\data\raw_midi\A\C\R\TRACRRO128F92F34B9\a6ff8c07fb62e5ac194d09d0c822e11e.mid,0,3.353973
TRACSLD128F423F326,..\data\dataset\A\C\S\TRACSLD128F423F326.h5,..\data\raw_midi\A\C\S\TRACSLD128F423F326\80dc69822e87fc07f54d0dcf59cd95fa.mid,0,2.8941627
TRACSSJ128F92E195B,..\data\dataset\A\C\S\TRACSSJ128F92E195B.h5,..\data\raw_midi\A\C\S\TRACSSJ128F92E195B\0914d3e06259339ab5e622715e72b6e9.mid,7,3.143418
TRACSYG128F9320552,..\data\dataset\A\C\S\TRACSYG128F9320552.h5,..\data\raw_midi\A\C\S\TRACSYG128F9320552\080ba7d777ee065f0045bd5c1a7e3465.mid,1,3.41359
TRACTES128F427AD28,..\data\dataset\A\C\T\TRACTES128F427AD28.h5,..\data\raw_midi\A\C\T\TRACTES128F427AD28\15d5cbc7defe7a159616a3cec5bf5c22.mid,7,3.3445604
TRACUCQ128F92FFBF7,..\data\dataset\A\C\U\TRACUCQ128F92FFBF7.h5,..\data\raw_midi\A\C\U\TRACUCQ128F92FFBF7\042cda3ea84ef080ccba92ba31bce218.mid,7,4.499946
TRACWDQ128F92EB12F,..\data\dataset\A\C\W\TRACWDQ128F92EB12F.h5,..\data\raw_midi\A\C\W\TRACWDQ128F92EB12F\345c6471d57f9f530ba38d9404043bdc.mid,7,3.363
TRACWFC128F4298670,..\data\dataset\A\C\W\TRACWFC128F4298670.h5,..\data\raw_midi\A\C\W\TRACWFC128F4298670\343aa2df3cc16acb7faecc4e18628c5a.mid,1,2.8534067
TRACWGP12903CA4553,..\data\dataset\A\C\W\TRACWGP12903CA4553.h5,..\data\raw_midi\A\C\W\TRACWGP12903CA4553\e657869425d1813b5f8c74160de5fe34.mid,7,3.3139403
TRACXGH128F931686C,..\data\dataset\A\C\X\TRACXGH128F931686C.h5,..\data\raw_midi\A\C\X\TRACXGH128F931686C\1b282b8ebc07576143abb02cddbf7247.mid,6,3.831413
TRACXUG128F428623A,..\data\dataset\A\C\X\TRACXUG128F428623A.h5,..\data\raw_midi\A\C\X\TRACXUG128F428623A\c807ee5b2894ee99781f73e86495b8b3.mid,2,8.533399
TRACXXJ128F426A02A,..\data\dataset\A\C\X\TRACXXJ128F426A02A.h5,..\data\raw_midi\A\C\X\TRACXXJ128F426A02A\8294b5970e40a1e141c966ea5e6aa868.mid,4,3.6349814
TRACYCJ128F9309246,..\data\dataset\A\C\Y\TRACYCJ128F9309246.h5,..\data\raw_midi\A\C\Y\TRACYCJ128F9309246\2565fa4e947885e463f69418655d5b90.mid,3,4.613238
TRACYKX128F427FF3A,..\data\dataset\A\C\Y\TRACYKX128F427FF3A.h5,..\data\raw_midi\A\C\Y\TRACYKX128F427FF3A\03dc6761a6861d1758585cb496450d0d.mid,5,4.6245413
TRACYOR128F427FB1D,..\data\dataset\A\C\Y\TRACYOR128F427FB1D.h5,..\data\raw_midi\A\C\Y\TRACYOR128F427FB1D\cb75e191233a8d20a630c068771508b5.mid,1,2.8635561
TRACZDY128F92EE2F1,..\data\dataset\A\C\Z\TRACZDY128F92EE2F1.h5,..\data\raw_midi\A\C\Z\TRACZDY128F92EE2F1\c184f68d2f6acc027c0be6d48117e540.mid,5,3.9580734
TRACZJA128F429E665,..\data\dataset\A\C\Z\TRACZJA128F429E665.h5,..\data\raw_midi\A\C\Z\TRACZJA128F429E665\addc95ee6ce908fb1c579ece189d2b4b.mid,1,4.420623
TRACZKB128F9318F9D,..\data\dataset\A\C\Z\TRACZKB128F9318F9D.h5,..\data\raw_midi\A\C\Z\TRACZKB128F9318F9D\87e1d4d7175445ca3e605e17d3c0d083.mid,3,4.992912
TRADABC128F4274FCC,..\data\dataset\A\D\A\TRADABC128F4274FCC.h5,..\data\raw_midi\A\D\A\TRADABC128F4274FCC\81832835fff813b88fed024ecbab1f0d.mid,6,3.1616657
TRADASY128F92FDD54,..\data\dataset\A\D\A\TRADASY128F92FDD54.h5,..\data\raw_midi\A\D\A\TRADASY128F92FDD54\19b8f27aae3abd989d9b118dce8dc437.mid,7,4.014554
TRADAZK128F42680BA,..\data\dataset\A\D\A\TRADAZK128F42680BA.h5,..\data\raw_midi\A\D\A\TRADAZK128F42680BA\548e89688846fd4f1bbfc8209f8a3748.mid,5,4.608543
TRADBSC12903CE6B21,..\data\dataset\A\D\B\TRADBSC12903CE6B21.h5,..\data\raw_midi\A\D\B\TRADBSC12903CE6B21\9938b694bd646e88f19376e3dff2b492.mid,5,4.131233
TRADCIF128F9338278,..\data\dataset\A\D\C\TRADCIF128F9338278.h5,..\data\raw_midi\A\D\C\TRADCIF128F9338278\7157c5dd332514646e0a40f223574c7e.mid,1,3.724902
TRADCQI128F42664A8,..\data\dataset\A\D\C\TRADCQI128F42664A8.h5,..\data\raw_midi\A\D\C\TRADCQI128F42664A8\0de049532d565cd6210591fa508de066.mid,6,4.1337986
TRADCTM128F42BADA7,..\data\dataset\A\D\C\TRADCTM128F42BADA7.h5,..\data\raw_midi\A\D\C\TRADCTM128F42BADA7\154826bf253073a2a155ff9e171c908b.mid,1,3.6988761
TRADCVS128F932D857,..\data\dataset\A\D\C\TRADCVS128F932D857.h5,..\data\raw_midi\A\D\C\TRADCVS128F932D857\049a72b78ed2c035411cd6ea55291cd5.mid,1,3.8265054
TRADDXS12903CEDB38,..\data\dataset\A\D\D\TRADDXS12903CEDB38.h5,..\data\raw_midi\A\D\D\TRADDXS12903CEDB38\2bc183df7dbcd3f733f66749c073a5d8.mid,5,3.3586602
TRADDZH128F426FD4C,..\data\dataset\A\D\D\TRADDZH128F426FD4C.h5,..\data\raw_midi\A\D\D\TRADDZH128F426FD4C\73cf1ff358c4713e72c493e023d25de4.mid,7,2.8639205
TRADEMD128F9356336,..\data\dataset\A\D\E\TRADEMD128F9356336.h5,..\data\raw_midi\A\D\E\TRADEMD128F9356336\0c8edac5975e2f474a04e65d870b5581.mid,6,3.6698306
TRADEPB12903CCBAEE,..\data\dataset\A\D\E\TRADEPB12903CCBAEE.h5,..\data\raw_midi\A\D\E\TRADEPB12903CCBAEE\12731f99343a9d12b83e200ba075abd9.mid,7,4.333553
TRADEUA128F4271E30,..\data\dataset\A\D\E\TRADEUA128F4271E30.h5,..\data\raw_midi\A\D\E\TRADEUA128F4271E30\4985b52c3949afde459f638a9383ea7c.mid,7,3.0311973
TRADFCO12903CA9439,..\data\dataset\A\D\F\TRADFCO12903CA9439.h5,..\data\raw_midi\A\D\F\TRADFCO12903CA9439\ed631d6ae699e2b76bafdf6e8affdaee.mid,7,4.214429
TRADFPY128F92D2B4E,..\data\dataset\A\D\F\TRADFPY128F92D2B4E.h5,..\data\raw_midi\A\D\F\TRADFPY128F92D2B4E\c1ede63d9077b41214d1e5a92d3c9761.mid,0,2.7588344
TRADGRA128F429B7A4,..\data\dataset\A\D\G\TRADGRA128F429B7A4.h5,..\data\raw_midi\A\D\G\TRADGRA128F429B7A4\04269fb1438ecd5e06248831629effb4.mid,0,2.4149096
TRADHSY128F93046C3,..\data\dataset\A\D\H\TRADHSY128F93046C3.h5,..\data\raw_midi\A\D\H\TRADHSY128F93046C3\60d7778414826bc9962052acf8b2d9ca.mid,6,3.2023416
TRADHUZ128F148885D,..\data\dataset\A\D\H\TRADHUZ128F148885D.h5,..\data\raw_midi\A\D\H\TRADHUZ128F148885D\06748c79df9a329554094cb79317bdfe.mid,1,2.917293
TRADIKH128F42793CB,..\data\dataset\A\D\I\TRADIKH128F42793CB.h5,..\data\raw_midi\A\D\I\TRADIKH128F42793CB\29d291061118092b1c478a76588ab2f7.mid,7,3.2303193
TRADIMS12903CA901D,..\data\dataset\A\D\I\TRADIMS12903CA901D.h5,..\data\raw_midi\A\D\I\TRADIMS12903CA901D\7a546b95883a90ec122afb62eb1de48c.mid,3,5.1193376
TRADIVW128F92E72F4,..\data\dataset\A\D\I\TRADIVW128F92E72F4.h5,..\data\raw_midi\A\D\I\TRADIVW128F92E72F4\10d1186c6c2a4a2d08eac926bb05dec7.mid,4,3.3226655
TRADJBU128F42951F1,..\data\dataset\A\D\J\TRADJBU128F42951F1.h5,..\data\raw_midi\A\D\J\TRADJBU128F42951F1\ccdaaed99343f3351a4f23f92112ed43.mid,6,5.022254
TRADJBZ128F1491A61,..\data\dataset\A\D\J\TRADJBZ128F1491A61.h5,..\data\raw_midi\A\D\J\TRADJBZ128F1491A61\7f6b28767fce9f5106036154864c7b57.mid,5,3.5084865
TRADJGT12903C9EE47,..\data\dataset\A\D\J\TRADJGT12903C9EE47.h5,..\data\raw_midi\A\D\J\TRADJGT12903C9EE47\02339367962b4818665feefbe32e3c13.mid,1,2.4637094
TRADKCM128F42728E9,..\data\dataset\A\D\K\TRADKCM128F42728E9.h5,..\data\raw_midi\A\D\K\TRADKCM128F42728E9\6dd3ca2c38e1ce89fee8224e262cddfd.mid,2,7.6489134
TRADKYD128F4286CB0,..\data\dataset\A\D\K\TRADKYD128F4286CB0.h5,..\data\raw_midi\A\D\K\TRADKYD128F4286CB0\0c2600766d5c277b6e66692e4007d0d5.mid,6,3.6418083
TRADNFJ128F92FFA5A,..\data\dataset\A\D\N\TRADNFJ128F92FFA5A.h5,..\data\raw_midi\A\D\N\TRADNFJ128F92FFA5A\0153913900981af8f3037bec43df58d3.mid,7,3.3371964
TRADOPC128F426A358,..\data\dataset\A\D\O\TRADOPC128F426A358.h5,..\data\raw_midi\A\D\O\TRADOPC128F426A358\7d7663dadc3746703c5bd11d77cedf27.mid,6,3.2127686
TRADOQI128F14A9DD6,..\data\dataset\A\D\O\TRADOQI128F14A9DD6.h5,..\data\raw_midi\A\D\O\TRADOQI128F14A9DD6\2d698569f8d07e200c409faa96fb5c05.mid,5,3.6152387
TRADOZB128F42312BB,..\data\dataset\A\D\O\TRADOZB128F42312BB.h5,..\data\raw_midi\A\D\O\TRADOZB128F42312BB\6674a950f15fd570443b6a9cdffbea7b.mid,1,2.5469172
TRADPNM128F933F8EA,..\data\dataset\A\D\P\TRADPNM128F933F8EA.h5,..\data\raw_midi\A\D\P\TRADPNM128F933F8EA\a4f1e96fb988cb7599414cf24bfb690f.mid,7,3.4311118
TRADQXE128F1466AB9,..\data\dataset\A\D\Q\TRADQXE128F1466AB9.h5,..\data\raw_midi\A\D\Q\TRADQXE128F1466AB9\a500e8e11c414919c942b29831b63eae.mid,7,3.8274944
TRADSQZ128F42707D7,..\data\dataset\A\D\S\TRADSQZ128F42707D7.h5,..\data\raw_midi\A\D\S\TRADSQZ128F42707D7\8ea45ae21fed9ef0a772c42eb31d63a9.mid,4,3.295155
TRADSUF12903CB68F4,..\data\dataset\A\D\S\TRADSUF12903CB68F4.h5,..\data\raw_midi\A\D\S\TRADSUF12903CB68F4\0a59de4078e1d38fa090550b6ef61ae8.mid,3,4.3474493
TRADTCD128F93358C5,..\data\dataset\A\D\T\TRADTCD128F93358C5.h5,..\data\raw_midi\A\D\T\TRADTCD128F93358C5\060527d8c0d631f65a739c7967da44e9.mid,6,3.0783122
TRADTKC12903D0BB81,..\data\dataset\A\D\T\TRADTKC12903D0BB81.h5,..\data\raw_midi\A\D\T\TRADTKC12903D0BB81\012b2fd0d9b43b115796c398a9edb4e2.mid,1,4.2563286
TRADTWS128F4241AC1,..\data\dataset\A\D\T\TRADTWS128F4241AC1.h5,..\data\raw_midi\A\D\T\TRADTWS128F4241AC1\0f438d31617da463967f168c11327591.mid,6,3.9829113
TRADTYX128F9310F00,..\data\dataset\A\D\T\TRADTYX128F9310F00.h5,..\data\raw_midi\A\D\T\TRADTYX128F9310F00\677b4f3f26e3843dd31539156cf2087d.mid,7,3.3492162
TRADUNI12903CF7586,..\data\dataset\A\D\U\TRADUNI12903CF7586.h5,..\data\raw_midi\A\D\U\TRADUNI12903CF7586\da2b616dc56bc6bef38bd922fbe1d49a.mid,6,3.6459854
TRADUOE128F42953E9,..\data\dataset\A\D\U\TRADUOE128F42953E9.h5,..\data\raw_midi\A\D\U\TRADUOE128F42953E9\0adaf64db7fad3f972b4c4b4a7fb77bf.mid,1,2.0722163
TRADUOO128F92DB976,..\data\dataset\A\D\U\TRADUOO128F92DB976.h5,..\data\raw_midi\A\D\U\TRADUOO128F92DB976\a22fe88e3de54c390131be00d9832b88.mid,4,5.9084816
TRADWDN128F92F2F7C,..\data\dataset\A\D\W\TRADWDN128F92F2F7C.h5,..\data\raw_midi\A\D\W\TRADWDN128F92F2F7C\04a211ecca3e30374ccd7df88f21ab97.mid,0,4.279244
TRADWGA128F92D4C7B,..\data\dataset\A\D\W\TRADWGA128F92D4C7B.h5,..\data\raw_midi\A\D\W\TRADWGA128F92D4C7B\2d82f12e6f39b6dd9fc48846717c2a80.mid,5,4.5822935
TRADWNF128E0792485,..\data\dataset\A\D\W\TRADWNF128E0792485.h5,..\data\raw_midi\A\D\W\TRADWNF128E0792485\11d4e70edfa04bc81a2fd07832f95a3b.mid,7,2.820267
TRADWVP128F1465037,..\data\dataset\A\D\W\TRADWVP128F1465037.h5,..\data\raw_midi\A\D\W\TRADWVP128F1465037\b5f5b66566d8a26a5cad23bc72b96fdb.mid,7,3.5278451
TRADYDU128F1484B2C,..\data\dataset\A\D\Y\TRADYDU128F1484B2C.h5,..\data\raw_midi\A\D\Y\TRADYDU128F1484B2C\59eba923339b8868d479c0207f426390.mid,7,2.5317798
TRADYQK128F42A762A,..\data\dataset\A\D\Y\TRADYQK128F42A762A.h5,..\data\raw_midi\A\D\Y\TRADYQK128F42A762A\e6190776c210bf6a0e14f857072ccaf7.mid,5,4.62606
TRADZQV128F14A5760,..\data\dataset\A\D\Z\TRADZQV128F14A5760.h5,..\data\raw_midi\A\D\Z\TRADZQV128F14A5760\02983c5129f89e2791fd77fad4462d20.mid,5,5.059927
TRADZXK128F429DB92,..\data\dataset\A\D\Z\TRADZXK128F429DB92.h5,..\data\raw_midi\A\D\Z\TRADZXK128F429DB92\6d19edbf4b355c8104be20ffd5f38abc.mid,6,4.2599325
TRAEAGR128F4254E71,..\data\dataset\A\E\A\TRAEAGR128F4254E71.h5,,6,3.5310698
TRAEAKO12903CBC9A2,..\data\dataset\A\E\A\TRAEAKO12903CBC9A2.h5,,7,6.5622177
TRAEARU128E0781A02,..\data\dataset\A\E\A\TRAEARU128E0781A02.h5,,7,3.5401447
TRAEAWW128F42975CE,..\data\dataset\A\E\A\TRAEAWW128F42975CE.h5,,5,3.615347
TRAEBPG128F14AA0DA,..\data\dataset\A\E\B\TRAEBPG128F14AA0DA.h5,,7,2.7835839
TRAEBRA12903CAD82E,..\data\dataset\A\E\B\TRAEBRA12903CAD82E.h5,,6,4.837634
TRAECVB128F9316E44,..\data\dataset\A\E\C\TRAECVB128F9316E44.h5,,3,4.293565
TRAECVI128F931D776,..\data\dataset\A\E\C\TRAECVI128F931D776.h5,,1,4.3244734
TRAEEBP128EF3673A7,..\data\dataset\A\E\E\TRAEEBP128EF3673A7.h5,,6,6.2960267
TRAEEVW128F4244269,..\data\dataset\A\E\E\TRAEEVW128F4244269.h5,,4,6.3829017
TRAEGAZ128F426240C,..\data\dataset\A\E\G\TRAEGAZ128F426240C.h5,,0,3.5299807
TRAEGTE128F145C210,..\data\dataset\A\E\G\TRAEGTE128F145C210.h5,,6,4.0502853
TRAEHHJ12903CF492F,..\data\dataset\A\E\H\TRAEHHJ12903CF492F.h5,,4,4.0797663
TRAEHMU128F92FAE6E,..\data\dataset\A\E\H\TRAEHMU128F92FAE6E.h5,,6,3.1707277
TRAEIKB128F424623C,..\data\dataset\A\E\I\TRAEIKB128F424623C.h5,,7,2.3878448
TRAEINL12903CBAC41,..\data\dataset\A\E\I\TRAEINL12903CBAC41.h5,,6,3.0232933
TRAEIVO128F931212E,..\data\dataset\A\E\I\TRAEIVO128F931212E.h5,,6,4.314866
TRAEJCN128F4294220,..\data\dataset\A\E\J\TRAEJCN128F4294220.h5,,1,3.682955
TRAEJFS128F92DE220,..\data\dataset\A\E\J\TRAEJFS128F92DE220.h5,,7,3.4368181
TRAEKBV12903CFCE2F,..\data\dataset\A\E\K\TRAEKBV12903CFCE2F.h5,,3,5.52144
TRAELXD128F14A8B21,..\data\dataset\A\E\L\TRAELXD128F14A8B21.h5,,2,4.0517564
TRAEMDX128F42769A9,..\data\dataset\A\E\M\TRAEMDX128F42769A9.h5,,0,4.103787
TRAEMIU128F14641D6,..\data\dataset\A\E\M\TRAEMIU128F14641D6.h5,,7,2.8464496
TRAEMNZ128F9334662,..\data\dataset\A\E\M\TRAEMNZ128F9334662.h5,,1,3.2269657
TRAENSA128F1454820,..\data\dataset\A\E\N\TRAENSA128F1454820.h5,,6,3.7997746
TRAENTQ12903CE97D3,..\data\dataset\A\E\N\TRAENTQ12903CE97D3.h5,,6,4.3722124
TRAENVC128F932266F,..\data\dataset\A\E\N\TRAENVC128F932266F.h5,,1,2.3576117
TRAENWD128F426C247,..\data\dataset\A\E\N\TRAENWD128F426C247.h5,,7,2.0052927
TRAENXC128F4288AC5,..\data\dataset\A\E\N\TRAENXC128F4288AC5.h5,,1,3.195239
TRAENZH128F42AFD9A,..\data\dataset\A\E\N\TRAENZH128F42AFD9A.h5,,1,3.3262289
TRAEOFL128F14A91A2,..\data\dataset\A\E\O\TRAEOFL128F14A91A2.h5,,1,2.5414126
TRAEOOG128F148B494,..\data\dataset\A\E\O\TRAEOOG128F148B494.h5,,6,3.5727293
TRAEPWU128F4284887,..\data\dataset\A\E\P\TRAEPWU128F4284887.h5,,3,4.820888
TRAEQFX128F9333D39,..\data\dataset\A\E\Q\TRAEQFX128F9333D39.h5,,5,3.9645922
TRAEQGT128F92CB708,..\data\dataset\A\E\Q\TRAEQGT128F92CB708.h5,,4,4.325094
TRAEQQU128F933569D,..\data\dataset\A\E\Q\TRAEQQU128F933569D.h5,,6,4.184863
TRAEQUD128F4299006,..\data\dataset\A\E\Q\TRAEQUD128F4299006.h5,,6,4.998174
TRAEQZJ128F93522F8,..\data\dataset\A\E\Q\TRAEQZJ128F93522F8.h5,,7,2.6047833
TRAERDH12903CB24F2,..\data\dataset\A\E\R\TRAERDH12903CB24F2.h5,,7,4.82293
TRAERLD128F425A9A8,..\data\dataset\A\E\R\TRAERLD128F425A9A8.h5,,0,3.8373888
TRAERUT128F429B075,..\data\dataset\A\E\R\TRAERUT128F429B075.h5,,4,4.8622484
TRAERWQ128F92C2024,..\data\dataset\A\E\R\TRAERWQ128F92C2024.h5,,0,3.4409688
TRAESSB128F148B71B,..\data\dataset\A\E\S\TRAESSB128F148B71B.h5,,2,4.1853657
TRAEUZS128F4268AE7,..\data\dataset\A\E\U\TRAEUZS128F4268AE7.h5,,5,4.4866686
TRAEVKC12903CF49F1,..\data\dataset\A\E\V\TRAEVKC12903CF49F1.h5,,6,3.7908037
TRAEWQE128F1459AF6,..\data\dataset\A\E\W\TRAEWQE128F1459AF6.h5,,6,3.168223
TRAEYLV128F92E6D70,..\data\dataset\A\E\Y\TRAEYLV128F92E6D70.h5,,5,4.458159
TRAEYME128F92FDD16,..\data\dataset\A\E\Y\TRAEYME128F92FDD16.h5,,1,3.6202233
TRAEYSW128F931B57D,..\data\dataset\A\E\Y\TRAEYSW128F931B57D.h5,,6,3.4106092
TRAEZMX128F425C3CE,..\data\dataset\A\E\Z\TRAEZMX128F425C3CE.h5,,0,3.2070932
TRAFATK128F428272A,..\data\dataset\A\F\A\TRAFATK128F428272A.h5,,3,4.494997
TRAFAWA128E0798D56,..\data\dataset\A\F\A\TRAFAWA128E0798D56.h5,,7,3.616103
TRAFBFP128F932EB35,..\data\dataset\A\F\B\TRAFBFP128F932EB35.h5,,7,2.87025
TRAFCNL12903CD7E17,..\data\dataset\A\F\C\TRAFCNL12903CD7E17.h5,,7,3.356466
TRAFEKD128F1480416,..\data\dataset\A\F\E\TRAFEKD128F1480416.h5,,2,2.652118
TRAFEPC128F4237505,..\data\dataset\A\F\E\TRAFEPC128F4237505.h5,,7,3.8833098
TRAFEUG128F934DA58,..\data\dataset\A\F\E\TRAFEUG128F934DA58.h5,,3,5.049866
TRAFFEE12903CC04B4,..\data\dataset\A\F\F\TRAFFEE12903CC04B4.h5,,2,5.0510607
TRAFFFL128E0783CC1,..\data\dataset\A\F\F\TRAFFFL128E0783CC1.h5,,6,5.896656
TRAFFTR12903CF1602,..\data\dataset\A\F\F\TRAFFTR12903CF1602.h5,,6,3.3734825
TRAFGCY128F92E5F6C,..\data\dataset\A\F\G\TRAFGCY128F92E5F6C.h5,,1,3.0060508
TRAFHVP128F4280033,..\data\dataset\A\F\H\TRAFHVP128F4280033.h5,,3,4.1387672
TRAFIGS128F92C6875,..\data\dataset\A\F\I\TRAFIGS128F92C6875.h5,,3,5.137303
TRAFIOY128F1462BF9,..\data\dataset\A\F\I\TRAFIOY128F1462BF9.h5,,1,3.8475273
TRAFISO128E07965C7,..\data\dataset\A\F\I\TRAFISO128E07965C7.h5,,1,3.0554225
TRAFJFW128F1488FDC,..\data\dataset\A\F\J\TRAFJFW128F1488FDC.h5,,0,4.887104
TRAFJJC128F42A2E05,..\data\dataset\A\F\J\TRAFJJC128F42A2E05.h5,,5,4.870603
TRAFKWE128F42826AE,..\data\dataset\A\F\K\TRAFKWE128F42826AE.h5,,3,2.8008077
TRAFKYR12903CB4810,..\data\dataset\A\F\K\TRAFKYR12903CB4810.h5,,5,4.8494825
TRAFLFF128F42AD278,..\data\dataset\A\F\L\TRAFLFF128F42AD278.h5,,7,3.5985727
TRAFLLK128F932FB29,..\data\dataset\A\F\L\TRAFLLK128F932FB29.h5,,1,3.610809
TRAFLXB128F93408DB,..\data\dataset\A\F\L\TRAFLXB128F93408DB.h5,,4,4.393457
TRAFMEJ128F4284652,..\data\dataset\A\F\M\TRAFMEJ128F4284652.h5,,3,8.67489
TRAFMGH128C719646F,..\data\dataset\A\F\M\TRAFMGH128C719646F.h5,,5,2.8422396
TRAFMIY128F92FDEAD,..\data\dataset\A\F\M\TRAFMIY128F92FDEAD.h5,,7,3.4760687
TRAFMVN128F147CBCE,..\data\dataset\A\F\M\TRAFMVN128F147CBCE.h5,,1,3.874107
TRAFNAH128F42A400D,..\data\dataset\A\F\N\TRAFNAH128F42A400D.h5,,2,4.902559
TRAFOZW128F92F1594,..\data\dataset\A\F\O\TRAFOZW128F92F1594.h5,,7,3.308595
TRAFPAY128F930893C,..\data\dataset\A\F\P\TRAFPAY128F930893C.h5,,1,3.3669896
TRAFPDW128F428C185,..\data\dataset\A\F\P\TRAFPDW128F428C185.h5,,1,4.2264767
TRAFQFM128E078EC97,..\data\dataset\A\F\Q\TRAFQFM128E078EC97.h5,,6,5.147148
TRAFQGS128F148AE76,..\data\dataset\A\F\Q\TRAFQGS128F148AE76.h5,,7,4.6103573
TRAFRVU128F429B7A6,..\data\dataset\A\F\R\TRAFRVU128F429B7A6.h5,,7,2.4129055
TRAFSAP128E0780ECF,..\data\dataset\A\F\S\TRAFSAP128E0780ECF.h5,,6,4.580333
TRAFSEY128F9326584,..\data\dataset\A\F\S\TRAFSEY128F9326584.h5,,1,3.3533573
TRAFSHZ128F424B3C6,..\data\dataset\A\F\S\TRAFSHZ128F424B3C6.h5,,2,3.9208806
TRAFSJR12903CF4A61,..\data\dataset\A\F\S\TRAFSJR12903CF4A61.h5,,0,4.3867226
TRAFTBP128F4251C29,..\data\dataset\A\F\T\TRAFTBP128F4251C29.h5,,2,5.5007415
TRAFTEN128F424A70D,..\data\dataset\A\F\T\TRAFTEN128F424A70D.h5,,5,6.3398294
TRAFUHN128F42BC199,..\data\dataset\A\F\U\TRAFUHN128F42BC199.h5,,1,4.7953653
TRAFVDI12903CC71E6,..\data\dataset\A\F\V\TRAFVDI12903CC71E6.h5,,1,4.7642684
TRAFVME128F4269F32,..\data\dataset\A\F\V\TRAFVME128F4269F32.h5,,3,6.748254
TRAFXIE128F92E435D,..\data\dataset\A\F\X\TRAFXIE128F92E435D.h5,,4,4.1578884
TRAFXZH128F4262D0A,..\data\dataset\A\F\X\TRAFXZH128F4262D0A.h5,,3,6.76257
TRAFYGA128F425A92C,..\data\dataset\A\F\Y\TRAFYGA128F425A92C.h5,,6,3.2832315
TRAFYRJ128F4278ED4,..\data\dataset\A\F\Y\TRAFYRJ128F4278ED4.h5,,1,3.3714871
TRAFYSU128F1468341,..\data\dataset\A\F\Y\TRAFYSU128F1468341.h5,,6,2.9588583
TRAFZAM128F426E915,..\data\dataset\A\F\Z\TRAFZAM128F426E915.h5,,4,3.5436409
TRAFZKE128F92CA976,..\data\dataset\A\F\Z\TRAFZKE128F92CA976.h5,,1,2.8642745
TRAGACS128E078E74D,..\data\dataset\A\G\A\TRAGACS128E078E74D.h5,,1,2.594049
TRAGAPY128F92F5DDE,..\data\dataset\A\G\A\TRAGAPY128F92F5DDE.h5,,0,5.399802
TRAGCDU128F421C35F,..\data\dataset\A\G\C\TRAGCDU128F421C35F.h5,,1,2.9032373
TRAGCPC128F423F990,..\data\dataset\A\G\C\TRAGCPC128F423F990.h5,,7,2.6055586
TRAGCPZ128F426E7F9,..\data\dataset\A\G\C\TRAGCPZ128F426E7F9.h5,,5,3.686409
TRAGCTZ128F4290974,..\data\dataset\A\G\C\TRAGCTZ128F4290974.h5,,1,3.1055806
TRAGEFB128F92C6CA9,..\data\dataset\A\G\E\TRAGEFB128F92C6CA9.h5,,6,3.3015575
TRAGETL128F1492172,..\data\dataset\A\G\E\TRAGETL128F1492172.h5,,0,3.4482808
TRAGGXK12903CDA84B,..\data\dataset\A\G\G\TRAGGXK12903CDA84B.h5,,6,4.5958834
TRAGHBO128F92D8C9E,..\data\dataset\A\G\H\TRAGHBO128F92D8C9E.h5,,2,3.820527
TRAGHBP128E0793AF7,..\data\dataset\A\G\H\TRAGHBP128E0793AF7.h5,,7,3.4752495
TRAGHDW128E078A83F,..\data\dataset\A\G\H\TRAGHDW128E078A83F.h5,,7,2.7520027
TRAGHOR128F9333E26,..\data\dataset\A\G\H\TRAGHOR128F9333E26.h5,,2,4.9770045
TRAGHQW12903CBF90E,..\data\dataset\A\G\H\TRAGHQW12903CBF90E.h5,,4,4.098786
TRAGIOL128F4285329,..\data\dataset\A\G\I\TRAGIOL128F4285329.h5,,6,3.8904483
TRAGIQW128F92C8125,..\data\dataset\A\G\I\TRAGIQW128F92C8125.h5,,7,2.4906785
TRAGJNX128F92CEFDB,..\data\dataset\A\G\J\TRAGJNX128F92CEFDB.h5,,6,3.3054638
TRAGKTK128F42968B2,..\data\dataset\A\G\K\TRAGKTK128F42968B2.h5,,7,3.0090675
TRAGLAV128F9345BCB,..\data\dataset\A\G\L\TRAGLAV128F9345BCB.h5,,6,3.3886907
TRAGLHP128F9326F9F,..\data\dataset\A\G\L\TRAGLHP128F9326F9F.h5,,0,4.860672
TRAGMXD128F148B6F6,..\data\dataset\A\G\M\TRAGMXD128F148B6F6.h5,,0,3.9289289
TRAGMXH128F4283EC2,..\data\dataset\A\G\M\TRAGMXH128F4283EC2.h5,,2,5.188901
TRAGNBL128F92F2BC3,..\data\dataset\A\G\N\TRAGNBL128F92F2BC3.h5,,3,6.0827894
TRAGNEU12903CCC03F,..\data\dataset\A\G\N\TRAGNEU12903CCC03F.h5,,0,4.004691
TRAGNKX128F92FCAD3,..\data\dataset\A\G\N\TRAGNKX128F92FCAD3.h5,,1,4.3214107
TRAGOAA128F422214B,..\data\dataset\A\G\O\TRAGOAA128F422214B.h5,,7,4.161824
